;dates;sea_level
63;2012-03-04;-0.3236
64;2012-03-05;-0.3249
65;2012-03-06;-0.32730000000000004
66;2012-03-07;-0.3315
67;2012-03-08;-0.33290000000000003
68;2012-03-09;-0.33680000000000004
69;2012-03-10;-0.34090000000000004
70;2012-03-11;-0.3395
71;2012-03-12;-0.3421
72;2012-03-13;-0.3426
73;2012-03-14;-0.3428
74;2012-03-15;-0.35250000000000004
75;2012-03-16;-0.3537
76;2012-03-17;-0.3503
77;2012-03-18;-0.3428
78;2012-03-19;-0.33480000000000004
79;2012-03-20;-0.32680000000000003
80;2012-03-21;-0.3216
81;2012-03-22;-0.3113
82;2012-03-23;-0.3063
83;2012-03-24;-0.302
84;2012-03-25;-0.3033
85;2012-03-26;-0.3028
86;2012-03-27;-0.30510000000000004
87;2012-03-28;-0.3042
88;2012-03-29;-0.306
89;2012-03-30;-0.30770000000000003
90;2012-03-31;-0.31320000000000003
91;2012-04-01;-0.31880000000000003
92;2012-04-02;-0.3196
93;2012-04-03;-0.32120000000000004
94;2012-04-04;-0.325
95;2012-04-05;-0.3277
96;2012-04-06;-0.3352
97;2012-04-07;-0.3382
98;2012-04-08;-0.338
99;2012-04-09;-0.3395
100;2012-04-10;-0.3401
101;2012-04-11;-0.3507
102;2012-04-12;-0.3563
103;2012-04-13;-0.35850000000000004
104;2012-04-14;-0.3642
105;2012-04-15;-0.36810000000000004
106;2012-04-16;-0.37560000000000004
107;2012-04-17;-0.3784
108;2012-04-18;-0.38370000000000004
109;2012-04-19;-0.3885
110;2012-04-20;-0.38320000000000004
111;2012-04-21;-0.38370000000000004
112;2012-04-22;-0.382
113;2012-04-23;-0.3784
114;2012-04-24;-0.38480000000000003
115;2012-04-25;-0.39
116;2012-04-26;-0.3972
117;2012-04-27;-0.4067
118;2012-04-28;-0.4151
119;2012-04-29;-0.42710000000000004
120;2012-04-30;-0.4358
121;2012-05-01;-0.43870000000000003
122;2012-05-02;-0.4394
123;2012-05-03;-0.43810000000000004
124;2012-05-04;-0.43620000000000003
125;2012-05-05;-0.42760000000000004
126;2012-05-06;-0.4172
127;2012-05-07;-0.4093
128;2012-05-08;-0.3971
129;2012-05-09;-0.38930000000000003
130;2012-05-10;-0.3799
131;2012-05-11;-0.3743
132;2012-05-12;-0.3687
133;2012-05-13;-0.3659
134;2012-05-14;-0.35500000000000004
135;2012-05-15;-0.35350000000000004
136;2012-05-16;-0.34800000000000003
137;2012-05-17;-0.34540000000000004
138;2012-05-18;-0.3413
139;2012-05-19;-0.3386
140;2012-05-20;-0.33580000000000004
141;2012-05-21;-0.33590000000000003
142;2012-05-22;-0.33140000000000003
143;2012-05-23;-0.3302
144;2012-05-24;-0.32830000000000004
145;2012-05-25;-0.3302
146;2012-05-26;-0.3301
147;2012-05-27;-0.3284
148;2012-05-28;-0.32980000000000004
149;2012-05-29;-0.3346
150;2012-05-30;-0.3325
151;2012-05-31;-0.3336
152;2012-06-01;-0.3312
153;2012-06-02;-0.32780000000000004
154;2012-06-03;-0.3251
155;2012-06-04;-0.31620000000000004
156;2012-06-05;-0.3171
157;2012-06-06;-0.314
158;2012-06-07;-0.3151
159;2012-06-08;-0.31470000000000004
160;2012-06-09;-0.3169
161;2012-06-10;-0.316
162;2012-06-11;-0.3189
163;2012-06-12;-0.32170000000000004
164;2012-06-13;-0.3236
165;2012-06-14;-0.3235
166;2012-06-15;-0.3194
167;2012-06-16;-0.3179
168;2012-06-17;-0.3178
169;2012-06-18;-0.3158
170;2012-06-19;-0.3141
171;2012-06-20;-0.31020000000000003
172;2012-06-21;-0.30770000000000003
173;2012-06-22;-0.3042
174;2012-06-23;-0.30410000000000004
175;2012-06-24;-0.30360000000000004
176;2012-06-25;-0.2993
177;2012-06-26;-0.2985
178;2012-06-27;-0.2979
179;2012-06-28;-0.3018
180;2012-06-29;-0.3033
181;2012-06-30;-0.308
182;2012-07-01;-0.3064
183;2012-07-02;-0.3124
184;2012-07-03;-0.3159
185;2012-07-04;-0.3171
186;2012-07-05;-0.3166
187;2012-07-06;-0.31770000000000004
188;2012-07-07;-0.3098
189;2012-07-08;-0.3113
190;2012-07-09;-0.3074
191;2012-07-10;-0.3079
192;2012-07-11;-0.2995
193;2012-07-12;-0.3013
194;2012-07-13;-0.2954
195;2012-07-14;-0.2952
196;2012-07-15;-0.2932
197;2012-07-16;-0.2943
198;2012-07-17;-0.29600000000000004
199;2012-07-18;-0.2983
200;2012-07-19;-0.3022
201;2012-07-20;-0.3034
202;2012-07-21;-0.30710000000000004
203;2012-07-22;-0.3084
204;2012-07-23;-0.3065
205;2012-07-24;-0.30920000000000003
206;2012-07-25;-0.3106
207;2012-07-26;-0.3126
208;2012-07-27;-0.315
209;2012-07-28;-0.3158
210;2012-07-29;-0.3173
211;2012-07-30;-0.31570000000000004
212;2012-07-31;-0.31920000000000004
213;2012-08-01;-0.3161
214;2012-08-02;-0.3153
215;2012-08-03;-0.312
216;2012-08-04;-0.3063
217;2012-08-05;-0.3015
218;2012-08-06;-0.2995
219;2012-08-07;-0.2942
220;2012-08-08;-0.2868
221;2012-08-09;-0.27790000000000004
222;2012-08-10;-0.273
223;2012-08-11;-0.26980000000000004
224;2012-08-12;-0.26430000000000003
225;2012-08-13;-0.2551
226;2012-08-14;-0.25070000000000003
227;2012-08-15;-0.2452
228;2012-08-16;-0.2431
229;2012-08-17;-0.24130000000000001
230;2012-08-18;-0.2396
231;2012-08-19;-0.23670000000000002
232;2012-08-20;-0.234
233;2012-08-21;-0.2384
234;2012-08-22;-0.24430000000000002
235;2012-08-23;-0.2492
236;2012-08-24;-0.2545
237;2012-08-25;-0.2607
238;2012-08-26;-0.2634
239;2012-08-27;-0.2629
240;2012-08-28;-0.265
241;2012-08-29;-0.2655
242;2012-08-30;-0.2707
243;2012-08-31;-0.2758
244;2012-09-01;-0.2801
245;2012-09-02;-0.28450000000000003
246;2012-09-03;-0.2902
247;2012-09-04;-0.2943
248;2012-09-05;-0.2977
249;2012-09-06;-0.3047
250;2012-09-07;-0.30560000000000004
251;2012-09-08;-0.3083
252;2012-09-09;-0.30970000000000003
253;2012-09-10;-0.3116
254;2012-09-11;-0.3079
255;2012-09-12;-0.3073
256;2012-09-13;-0.30410000000000004
257;2012-09-14;-0.3044
258;2012-09-15;-0.304
259;2012-09-16;-0.30810000000000004
260;2012-09-17;-0.3078
261;2012-09-18;-0.3089
262;2012-09-19;-0.312
263;2012-09-20;-0.31270000000000003
264;2012-09-21;-0.3125
265;2012-09-22;-0.3136
266;2012-09-23;-0.30920000000000003
267;2012-09-24;-0.30660000000000004
268;2012-09-25;-0.3022
269;2012-09-26;-0.298
270;2012-09-27;-0.2919
271;2012-09-28;-0.2921
272;2012-09-29;-0.2884
273;2012-09-30;-0.28800000000000003
274;2012-10-01;-0.2891
275;2012-10-02;-0.2882
276;2012-10-03;-0.2873
277;2012-10-04;-0.2868
278;2012-10-05;-0.2919
279;2012-10-06;-0.29400000000000004
280;2012-10-07;-0.2927
281;2012-10-08;-0.2891
282;2012-10-09;-0.2849
283;2012-10-10;-0.28190000000000004
284;2012-10-11;-0.28240000000000004
285;2012-10-12;-0.2783
286;2012-10-13;-0.2811
287;2012-10-14;-0.28
288;2012-10-15;-0.28240000000000004
289;2012-10-16;-0.28340000000000004
290;2012-10-17;-0.2897
291;2012-10-18;-0.2917
292;2012-10-19;-0.29810000000000003
293;2012-10-20;-0.2993
294;2012-10-21;-0.3062
295;2012-10-22;-0.3098
296;2012-10-23;-0.31880000000000003
297;2012-10-24;-0.3201
298;2012-10-25;-0.3204
299;2012-10-26;-0.324
300;2012-10-27;-0.329
301;2012-10-28;-0.3336
302;2012-10-29;-0.3386
303;2012-10-30;-0.34650000000000003
304;2012-10-31;-0.3503
305;2012-11-01;-0.3542
306;2012-11-02;-0.3598
307;2012-11-03;-0.3583
308;2012-11-04;-0.3598
309;2012-11-05;-0.36150000000000004
310;2012-11-06;-0.3607
311;2012-11-07;-0.36250000000000004
312;2012-11-08;-0.3593
313;2012-11-09;-0.35250000000000004
314;2012-11-10;-0.3468
315;2012-11-11;-0.34140000000000004
316;2012-11-12;-0.331
317;2012-11-13;-0.32480000000000003
318;2012-11-14;-0.3161
319;2012-11-15;-0.3079
320;2012-11-16;-0.2998
321;2012-11-17;-0.2904
322;2012-11-18;-0.275
323;2012-11-19;-0.2716
324;2012-11-20;-0.2657
325;2012-11-21;-0.2634
326;2012-11-22;-0.2539
327;2012-11-23;-0.2559
328;2012-11-24;-0.2525
329;2012-11-25;-0.2566
330;2012-11-26;-0.254
331;2012-11-27;-0.256
332;2012-11-28;-0.2621
333;2012-11-29;-0.26430000000000003
334;2012-11-30;-0.2737
335;2012-12-01;-0.2781
336;2012-12-02;-0.2828
337;2012-12-03;-0.2841
338;2012-12-04;-0.2857
339;2012-12-05;-0.2858
340;2012-12-06;-0.2894
341;2012-12-07;-0.2894
342;2012-12-08;-0.2899
343;2012-12-09;-0.2873
344;2012-12-10;-0.2858
345;2012-12-11;-0.278
346;2012-12-12;-0.2753
347;2012-12-13;-0.2723
348;2012-12-14;-0.2746
349;2012-12-15;-0.2738
350;2012-12-16;-0.27540000000000003
351;2012-12-17;-0.2818
352;2012-12-18;-0.2878
353;2012-12-19;-0.3015
354;2012-12-20;-0.3093
355;2012-12-21;-0.31420000000000003
356;2012-12-22;-0.3183
357;2012-12-23;-0.3211
358;2012-12-24;-0.32430000000000003
359;2012-12-25;-0.3254
360;2012-12-26;-0.3264
361;2012-12-27;-0.32270000000000004
362;2012-12-28;-0.3265
363;2012-12-29;-0.3261
364;2012-12-30;-0.3311
365;2012-12-31;-0.33030000000000004
366;2013-01-01;-0.3297
367;2013-01-02;-0.3291
368;2013-01-03;-0.3337
369;2013-01-04;-0.3276
370;2013-01-05;-0.32280000000000003
371;2013-01-06;-0.3115
372;2013-01-07;-0.3069
373;2013-01-08;-0.2921
374;2013-01-09;-0.2763
375;2013-01-10;-0.2637
376;2013-01-11;-0.24730000000000002
377;2013-01-12;-0.23950000000000002
378;2013-01-13;-0.2333
379;2013-01-14;-0.2272
380;2013-01-15;-0.2243
381;2013-01-16;-0.22510000000000002
382;2013-01-17;-0.22890000000000002
383;2013-01-18;-0.2379
384;2013-01-19;-0.24930000000000002
385;2013-01-20;-0.26080000000000003
386;2013-01-21;-0.2717
387;2013-01-22;-0.2826
388;2013-01-23;-0.29560000000000003
389;2013-01-24;-0.3093
390;2013-01-25;-0.31520000000000004
391;2013-01-26;-0.322
392;2013-01-27;-0.3235
393;2013-01-28;-0.3266
394;2013-01-29;-0.3252
395;2013-01-30;-0.3246
396;2013-01-31;-0.3244
397;2013-02-01;-0.32270000000000004
398;2013-02-02;-0.31920000000000004
399;2013-02-03;-0.31920000000000004
400;2013-02-04;-0.3158
401;2013-02-05;-0.3134
402;2013-02-06;-0.31
403;2013-02-07;-0.3109
404;2013-02-08;-0.3064
405;2013-02-09;-0.3054
406;2013-02-10;-0.30260000000000004
407;2013-02-11;-0.2968
408;2013-02-12;-0.2932
409;2013-02-13;-0.29050000000000004
410;2013-02-14;-0.28950000000000004
411;2013-02-15;-0.2866
412;2013-02-16;-0.28700000000000003
413;2013-02-17;-0.27990000000000004
414;2013-02-18;-0.2753
415;2013-02-19;-0.2707
416;2013-02-20;-0.2748
417;2013-02-21;-0.2717
418;2013-02-22;-0.2752
419;2013-02-23;-0.2695
420;2013-02-24;-0.2702
421;2013-02-25;-0.25930000000000003
422;2013-02-26;-0.25630000000000003
423;2013-02-27;-0.252
424;2013-02-28;-0.2509
425;2013-03-01;-0.2479
426;2013-03-02;-0.2494
427;2013-03-03;-0.2485
428;2013-03-04;-0.2579
429;2013-03-05;-0.2691
430;2013-03-06;-0.274
431;2013-03-07;-0.2848
432;2013-03-08;-0.2912
433;2013-03-09;-0.3015
434;2013-03-10;-0.30860000000000004
435;2013-03-11;-0.3185
436;2013-03-12;-0.331
437;2013-03-13;-0.3398
438;2013-03-14;-0.3437
439;2013-03-15;-0.34650000000000003
440;2013-03-16;-0.3519
441;2013-03-17;-0.35300000000000004
442;2013-03-18;-0.35250000000000004
443;2013-03-19;-0.3527
444;2013-03-20;-0.3597
445;2013-03-21;-0.35660000000000003
446;2013-03-22;-0.35710000000000003
447;2013-03-23;-0.3583
448;2013-03-24;-0.365
449;2013-03-25;-0.3667
450;2013-03-26;-0.3714
451;2013-03-27;-0.3744
452;2013-03-28;-0.376
453;2013-03-29;-0.37920000000000004
454;2013-03-30;-0.3831
455;2013-03-31;-0.3874
456;2013-04-01;-0.3871
457;2013-04-02;-0.3865
458;2013-04-03;-0.38380000000000003
459;2013-04-04;-0.38320000000000004
460;2013-04-05;-0.3836
461;2013-04-06;-0.3826
462;2013-04-07;-0.3769
463;2013-04-08;-0.37220000000000003
464;2013-04-09;-0.3684
465;2013-04-10;-0.3723
466;2013-04-11;-0.3738
467;2013-04-12;-0.3684
468;2013-04-13;-0.3654
469;2013-04-14;-0.3705
470;2013-04-15;-0.36970000000000003
471;2013-04-16;-0.37210000000000004
472;2013-04-17;-0.3773
473;2013-04-18;-0.37570000000000003
474;2013-04-19;-0.3753
475;2013-04-20;-0.37610000000000005
476;2013-04-21;-0.3754
477;2013-04-22;-0.373
478;2013-04-23;-0.3766
479;2013-04-24;-0.3765
480;2013-04-25;-0.3779
481;2013-04-26;-0.3804
482;2013-04-27;-0.38320000000000004
483;2013-04-28;-0.38370000000000004
484;2013-04-29;-0.3835
485;2013-04-30;-0.38270000000000004
486;2013-05-01;-0.3861
487;2013-05-02;-0.3871
488;2013-05-03;-0.3921
489;2013-05-04;-0.3947
490;2013-05-05;-0.3977
491;2013-05-06;-0.4016
492;2013-05-07;-0.40540000000000004
493;2013-05-08;-0.4086
494;2013-05-09;-0.4107
495;2013-05-10;-0.4078
496;2013-05-11;-0.403
497;2013-05-12;-0.395
498;2013-05-13;-0.3945
499;2013-05-14;-0.3924
500;2013-05-15;-0.3902
501;2013-05-16;-0.3885
502;2013-05-17;-0.38380000000000003
503;2013-05-18;-0.3869
504;2013-05-19;-0.3884
505;2013-05-20;-0.3869
506;2013-05-21;-0.38470000000000004
507;2013-05-22;-0.3835
508;2013-05-23;-0.3826
509;2013-05-24;-0.3799
510;2013-05-25;-0.38320000000000004
511;2013-05-26;-0.3839
512;2013-05-27;-0.38780000000000003
513;2013-05-28;-0.39630000000000004
514;2013-05-29;-0.3952
515;2013-05-30;-0.3945
516;2013-05-31;-0.39880000000000004
517;2013-06-01;-0.39780000000000004
518;2013-06-02;-0.392
519;2013-06-03;-0.389
520;2013-06-04;-0.391
521;2013-06-05;-0.38870000000000005
522;2013-06-06;-0.38180000000000003
523;2013-06-07;-0.3749
524;2013-06-08;-0.3649
525;2013-06-09;-0.35550000000000004
526;2013-06-10;-0.34950000000000003
527;2013-06-11;-0.34590000000000004
528;2013-06-12;-0.34950000000000003
529;2013-06-13;-0.3544
530;2013-06-14;-0.3538
531;2013-06-15;-0.3604
532;2013-06-16;-0.36100000000000004
533;2013-06-17;-0.3675
534;2013-06-18;-0.3683
535;2013-06-19;-0.37220000000000003
536;2013-06-20;-0.3704
537;2013-06-21;-0.36250000000000004
538;2013-06-22;-0.3589
539;2013-06-23;-0.3559
540;2013-06-24;-0.34940000000000004
541;2013-06-25;-0.3491
542;2013-06-26;-0.3493
543;2013-06-27;-0.3473
544;2013-06-28;-0.3513
545;2013-06-29;-0.3564
546;2013-06-30;-0.3619
547;2013-07-01;-0.3633
548;2013-07-02;-0.36250000000000004
549;2013-07-03;-0.3632
550;2013-07-04;-0.3546
551;2013-07-05;-0.3526
552;2013-07-06;-0.3451
553;2013-07-07;-0.3407
554;2013-07-08;-0.34040000000000004
555;2013-07-09;-0.33630000000000004
556;2013-07-10;-0.3287
557;2013-07-11;-0.32730000000000004
558;2013-07-12;-0.32380000000000003
559;2013-07-13;-0.3235
560;2013-07-14;-0.3274
561;2013-07-15;-0.32930000000000004
562;2013-07-16;-0.3305
563;2013-07-17;-0.3345
564;2013-07-18;-0.34140000000000004
565;2013-07-19;-0.3456
566;2013-07-20;-0.3491
567;2013-07-21;-0.3523
568;2013-07-22;-0.35300000000000004
569;2013-07-23;-0.3538
570;2013-07-24;-0.3546
571;2013-07-25;-0.3526
572;2013-07-26;-0.34740000000000004
573;2013-07-27;-0.34600000000000003
574;2013-07-28;-0.3403
575;2013-07-29;-0.33480000000000004
576;2013-07-30;-0.33280000000000004
577;2013-07-31;-0.3315
578;2013-08-01;-0.3337
579;2013-08-02;-0.33330000000000004
580;2013-08-03;-0.34
581;2013-08-04;-0.34440000000000004
582;2013-08-05;-0.3491
583;2013-08-06;-0.3496
584;2013-08-07;-0.34740000000000004
585;2013-08-08;-0.34700000000000003
586;2013-08-09;-0.3432
587;2013-08-10;-0.33630000000000004
588;2013-08-11;-0.3327
589;2013-08-12;-0.3264
590;2013-08-13;-0.32120000000000004
591;2013-08-14;-0.3163
592;2013-08-15;-0.3128
593;2013-08-16;-0.3084
594;2013-08-17;-0.30970000000000003
595;2013-08-18;-0.3083
596;2013-08-19;-0.3078
597;2013-08-20;-0.3103
598;2013-08-21;-0.315
599;2013-08-22;-0.3179
600;2013-08-23;-0.3241
601;2013-08-24;-0.328
602;2013-08-25;-0.3246
603;2013-08-26;-0.3224
604;2013-08-27;-0.3191
605;2013-08-28;-0.31980000000000003
606;2013-08-29;-0.3124
607;2013-08-30;-0.313
608;2013-08-31;-0.3098
609;2013-09-01;-0.3023
610;2013-09-02;-0.2999
611;2013-09-03;-0.2947
612;2013-09-04;-0.2878
613;2013-09-05;-0.2843
614;2013-09-06;-0.2802
615;2013-09-07;-0.2792
616;2013-09-08;-0.2792
617;2013-09-09;-0.2795
618;2013-09-10;-0.2846
619;2013-09-11;-0.28700000000000003
620;2013-09-12;-0.2924
621;2013-09-13;-0.2967
622;2013-09-14;-0.2938
623;2013-09-15;-0.29510000000000003
624;2013-09-16;-0.2958
625;2013-09-17;-0.2878
626;2013-09-18;-0.2856
627;2013-09-19;-0.2797
628;2013-09-20;-0.273
629;2013-09-21;-0.267
630;2013-09-22;-0.2597
631;2013-09-23;-0.25670000000000004
632;2013-09-24;-0.2525
633;2013-09-25;-0.2546
634;2013-09-26;-0.2529
635;2013-09-27;-0.254
636;2013-09-28;-0.25720000000000004
637;2013-09-29;-0.2596
638;2013-09-30;-0.25980000000000003
639;2013-10-01;-0.2614
640;2013-10-02;-0.2651
641;2013-10-03;-0.26130000000000003
642;2013-10-04;-0.2669
643;2013-10-05;-0.2666
644;2013-10-06;-0.2652
645;2013-10-07;-0.2682
646;2013-10-08;-0.26830000000000004
647;2013-10-09;-0.2702
648;2013-10-10;-0.2766
649;2013-10-11;-0.27990000000000004
650;2013-10-12;-0.2816
651;2013-10-13;-0.2831
652;2013-10-14;-0.2846
653;2013-10-15;-0.2853
654;2013-10-16;-0.28240000000000004
655;2013-10-17;-0.27740000000000004
656;2013-10-18;-0.27690000000000003
657;2013-10-19;-0.27090000000000003
658;2013-10-20;-0.2706
659;2013-10-21;-0.269
660;2013-10-22;-0.2676
661;2013-10-23;-0.2662
662;2013-10-24;-0.2641
663;2013-10-25;-0.2609
664;2013-10-26;-0.261
665;2013-10-27;-0.2616
666;2013-10-28;-0.2592
667;2013-10-29;-0.2587
668;2013-10-30;-0.2644
669;2013-10-31;-0.2702
670;2013-11-01;-0.2721
671;2013-11-02;-0.2811
672;2013-11-03;-0.28950000000000004
673;2013-11-04;-0.2917
674;2013-11-05;-0.298
675;2013-11-06;-0.3015
676;2013-11-07;-0.3043
677;2013-11-08;-0.3128
678;2013-11-09;-0.3163
679;2013-11-10;-0.324
680;2013-11-11;-0.3299
681;2013-11-12;-0.334
682;2013-11-13;-0.3383
683;2013-11-14;-0.338
684;2013-11-15;-0.34
685;2013-11-16;-0.342
686;2013-11-17;-0.34700000000000003
687;2013-11-18;-0.35350000000000004
688;2013-11-19;-0.35600000000000004
689;2013-11-20;-0.3648
690;2013-11-21;-0.3655
691;2013-11-22;-0.37420000000000003
692;2013-11-23;-0.3708
693;2013-11-24;-0.3714
694;2013-11-25;-0.3644
695;2013-11-26;-0.35850000000000004
696;2013-11-27;-0.3508
697;2013-11-28;-0.3391
698;2013-11-29;-0.3299
699;2013-11-30;-0.32070000000000004
700;2013-12-01;-0.3133
701;2013-12-02;-0.30860000000000004
702;2013-12-03;-0.3017
703;2013-12-04;-0.29710000000000003
704;2013-12-05;-0.29050000000000004
705;2013-12-06;-0.2873
706;2013-12-07;-0.2842
707;2013-12-08;-0.2822
708;2013-12-09;-0.2781
709;2013-12-10;-0.2785
710;2013-12-11;-0.2777
711;2013-12-12;-0.2705
712;2013-12-13;-0.266
713;2013-12-14;-0.26530000000000004
714;2013-12-15;-0.264
715;2013-12-16;-0.2596
716;2013-12-17;-0.2591
717;2013-12-18;-0.2574
718;2013-12-19;-0.25620000000000004
719;2013-12-20;-0.2529
720;2013-12-21;-0.2539
721;2013-12-22;-0.2534
722;2013-12-23;-0.2538
723;2013-12-24;-0.2525
724;2013-12-25;-0.25170000000000003
725;2013-12-26;-0.2472
726;2013-12-27;-0.2431
727;2013-12-28;-0.23700000000000002
728;2013-12-29;-0.23470000000000002
729;2013-12-30;-0.22890000000000002
730;2013-12-31;-0.22310000000000002
731;2014-01-01;-0.22740000000000002
732;2014-01-02;-0.22560000000000002
733;2014-01-03;-0.2326
734;2014-01-04;-0.23750000000000002
735;2014-01-05;-0.2449
736;2014-01-06;-0.2536
737;2014-01-07;-0.2622
738;2014-01-08;-0.2676
739;2014-01-09;-0.26980000000000004
740;2014-01-10;-0.2711
741;2014-01-11;-0.2676
742;2014-01-12;-0.2597
743;2014-01-13;-0.2492
744;2014-01-14;-0.24750000000000003
745;2014-01-15;-0.2381
746;2014-01-16;-0.2368
747;2014-01-17;-0.2412
748;2014-01-18;-0.2383
749;2014-01-19;-0.2389
750;2014-01-20;-0.2479
751;2014-01-21;-0.25730000000000003
752;2014-01-22;-0.2634
753;2014-01-23;-0.273
754;2014-01-24;-0.28750000000000003
755;2014-01-25;-0.29600000000000004
756;2014-01-26;-0.3084
757;2014-01-27;-0.31370000000000003
758;2014-01-28;-0.3199
759;2014-01-29;-0.321
760;2014-01-30;-0.32330000000000003
761;2014-01-31;-0.3289
762;2014-02-01;-0.331
763;2014-02-02;-0.3361
764;2014-02-03;-0.3274
765;2014-02-04;-0.33540000000000003
766;2014-02-05;-0.3371
767;2014-02-06;-0.3406
768;2014-02-07;-0.3501
769;2014-02-08;-0.35810000000000003
770;2014-02-09;-0.3649
771;2014-02-10;-0.37260000000000004
772;2014-02-11;-0.3794
773;2014-02-12;-0.38630000000000003
774;2014-02-13;-0.3936
775;2014-02-14;-0.3987
776;2014-02-15;-0.40140000000000003
777;2014-02-16;-0.39840000000000003
778;2014-02-17;-0.40030000000000004
779;2014-02-18;-0.4037
780;2014-02-19;-0.399
781;2014-02-20;-0.4001
782;2014-02-21;-0.4021
783;2014-02-22;-0.40030000000000004
784;2014-02-23;-0.39230000000000004
785;2014-02-24;-0.3855
786;2014-02-25;-0.3766
787;2014-02-26;-0.365
788;2014-02-27;-0.3518
789;2014-02-28;-0.3365
790;2014-03-01;-0.3272
791;2014-03-02;-0.31470000000000004
792;2014-03-03;-0.3094
793;2014-03-04;-0.31070000000000003
794;2014-03-05;-0.3138
795;2014-03-06;-0.3181
796;2014-03-07;-0.3245
797;2014-03-08;-0.3219
798;2014-03-09;-0.3291
799;2014-03-10;-0.323
800;2014-03-11;-0.3239
801;2014-03-12;-0.32680000000000003
802;2014-03-13;-0.32320000000000004
803;2014-03-14;-0.3171
804;2014-03-15;-0.3179
805;2014-03-16;-0.31570000000000004
806;2014-03-17;-0.3168
807;2014-03-18;-0.3189
808;2014-03-19;-0.3225
809;2014-03-20;-0.3289
810;2014-03-21;-0.3332
811;2014-03-22;-0.33430000000000004
812;2014-03-23;-0.33540000000000003
813;2014-03-24;-0.338
814;2014-03-25;-0.33940000000000003
815;2014-03-26;-0.3392
816;2014-03-27;-0.3376
817;2014-03-28;-0.33890000000000003
818;2014-03-29;-0.34
819;2014-03-30;-0.3405
820;2014-03-31;-0.3395
821;2014-04-01;-0.3443
822;2014-04-02;-0.3477
823;2014-04-03;-0.34890000000000004
824;2014-04-04;-0.35300000000000004
825;2014-04-05;-0.3553
826;2014-04-06;-0.3638
827;2014-04-07;-0.36460000000000004
828;2014-04-08;-0.3608
829;2014-04-09;-0.3523
830;2014-04-10;-0.3507
831;2014-04-11;-0.3432
832;2014-04-12;-0.3416
833;2014-04-13;-0.3422
834;2014-04-14;-0.3412
835;2014-04-15;-0.3386
836;2014-04-16;-0.3325
837;2014-04-17;-0.332
838;2014-04-18;-0.3331
839;2014-04-19;-0.3388
840;2014-04-20;-0.34450000000000003
841;2014-04-21;-0.3513
842;2014-04-22;-0.35550000000000004
843;2014-04-23;-0.3602
844;2014-04-24;-0.365
845;2014-04-25;-0.3694
846;2014-04-26;-0.3669
847;2014-04-27;-0.3705
848;2014-04-28;-0.3629
849;2014-04-29;-0.3559
850;2014-04-30;-0.3443
851;2014-05-01;-0.3408
852;2014-05-02;-0.3361
853;2014-05-03;-0.3292
854;2014-05-04;-0.33
855;2014-05-05;-0.327
856;2014-05-06;-0.3255
857;2014-05-07;-0.32880000000000004
858;2014-05-08;-0.3315
859;2014-05-09;-0.3321
860;2014-05-10;-0.3392
861;2014-05-11;-0.3433
862;2014-05-12;-0.3492
863;2014-05-13;-0.3563
864;2014-05-14;-0.36250000000000004
865;2014-05-15;-0.36010000000000003
866;2014-05-16;-0.3623
867;2014-05-17;-0.3623
868;2014-05-18;-0.36250000000000004
869;2014-05-19;-0.3557
